time,RIV01,RIV02,RIV03,RIV04,RIV05,RIV06,RIV07,RIV08,RIV09,RIV10,RIV11,RIV12,RIV13
2738.400000000,-0.32793E+06,-0.72007E+07,-0.17941E+07,0.16018E+07,-0.19519E+07,-0.12255E+08,-0.55661E+07,-0.11616E+08,-0.28787E+07,-0.27664E+07,-0.55975E+07,-0.43540E+07,-0.17549E+08
2768.400000000,-0.11603E+07,-0.91224E+07,-0.83812E+07,-0.11320E+08,-0.25541E+07,-0.13797E+08,-0.63207E+07,-0.12819E+08,-0.37200E+07,-0.30661E+07,-0.56183E+07,-0.43567E+07,-0.17539E+08
2799.400000000,-0.12023E+07,-0.10110E+08,-0.73992E+07,-0.13070E+08,-0.36361E+07,-0.16481E+08,-0.79232E+07,-0.14312E+08,-0.37436E+07,-0.31532E+07,-0.56393E+07,-0.43026E+07,-0.17511E+08
2830.400000000,-0.11314E+07,-0.10911E+08,-0.72097E+07,-0.12464E+08,-0.34189E+07,-0.17332E+08,-0.84007E+07,-0.14618E+08,-0.36548E+07,-0.30252E+07,-0.56495E+07,-0.42645E+07,-0.17477E+08
2860.400000000,-0.10829E+07,-0.11233E+08,-0.67901E+07,-0.11355E+08,-0.33145E+07,-0.18028E+08,-0.87635E+07,-0.13641E+08,-0.33233E+07,-0.27183E+07,-0.56412E+07,-0.42133E+07,-0.17429E+08
2891.400000000,-0.74624E+06,-0.10912E+08,-0.57487E+07,-0.63921E+07,-0.23682E+07,-0.17085E+08,-0.82493E+07,-0.10381E+08,-0.27309E+07,-0.25354E+07,-0.56260E+07,-0.41928E+07,-0.17408E+08
2921.400000000,-0.42397E+06,-0.10005E+08,-0.47498E+07,-0.15500E+07,-0.12749E+07,-0.15559E+08,-0.75909E+07,-0.69250E+07,-0.22858E+07,-0.25922E+07,-0.56198E+07,-0.42221E+07,-0.17466E+08
2952.400000000,-0.30125E+06,-0.92066E+07,-0.41094E+07,-0.59264E+06,-0.89948E+06,-0.14341E+08,-0.70024E+07,-0.62306E+07,-0.21965E+07,-0.26214E+07,-0.56147E+07,-0.42649E+07,-0.17510E+08
2983.400000000,-0.25270E+06,-0.85530E+07,-0.38529E+07,-0.91559E+06,-0.77187E+06,-0.13489E+08,-0.65800E+07,-0.59143E+07,-0.21663E+07,-0.26357E+07,-0.56092E+07,-0.42909E+07,-0.17534E+08
3011.400000000,-0.21861E+06,-0.80559E+07,-0.38043E+07,-0.10505E+07,-0.70089E+06,-0.12894E+08,-0.62828E+07,-0.57120E+07,-0.21424E+07,-0.26414E+07,-0.56035E+07,-0.43024E+07,-0.17545E+08
3042.400000000,-0.23527E+06,-0.76148E+07,-0.37744E+07,-0.53392E+06,-0.54786E+06,-0.11915E+08,-0.58102E+07,-0.55931E+07,-0.21457E+07,-0.26461E+07,-0.55966E+07,-0.43067E+07,-0.17551E+08
3072.400000000,-0.63044E+06,-0.81054E+07,-0.38804E+07,-0.16098E+07,-0.20405E+07,-0.12982E+08,-0.63553E+07,-0.99328E+07,-0.29694E+07,-0.28810E+07,-0.56022E+07,-0.43358E+07,-0.17544E+08
3103.400000000,-0.83576E+06,-0.93537E+07,-0.63630E+07,-0.70737E+07,-0.30010E+07,-0.14627E+08,-0.70736E+07,-0.12407E+08,-0.34410E+07,-0.28745E+07,-0.56026E+07,-0.43180E+07,-0.17475E+08
3133.400000000,-0.11163E+07,-0.10176E+08,-0.64613E+07,-0.96347E+07,-0.38703E+07,-0.16654E+08,-0.80857E+07,-0.13778E+08,-0.34836E+07,-0.29014E+07,-0.56063E+07,-0.42777E+07,-0.17429E+08
3164.400000000,-0.11498E+07,-0.10730E+08,-0.55648E+07,-0.10179E+08,-0.36314E+07,-0.17405E+08,-0.82922E+07,-0.14844E+08,-0.34584E+07,-0.28028E+07,-0.56077E+07,-0.42274E+07,-0.17341E+08
3195.400000000,-0.12226E+07,-0.11417E+08,-0.58564E+07,-0.11290E+08,-0.38835E+07,-0.18727E+08,-0.89123E+07,-0.15300E+08,-0.34519E+07,-0.25783E+07,-0.55953E+07,-0.41691E+07,-0.17288E+08
3225.400000000,-0.11631E+07,-0.11853E+08,-0.60835E+07,-0.62513E+07,-0.32882E+07,-0.19016E+08,-0.90708E+07,-0.12878E+08,-0.31469E+07,-0.23154E+07,-0.55731E+07,-0.41176E+07,-0.17196E+08
3256.400000000,-0.79121E+06,-0.11643E+08,-0.53170E+07,-0.25107E+07,-0.21560E+07,-0.17654E+08,-0.82793E+07,-0.94895E+07,-0.27362E+07,-0.23745E+07,-0.55591E+07,-0.41309E+07,-0.17247E+08
3286.400000000,-0.40394E+06,-0.10660E+08,-0.44864E+07,-0.16907E+07,-0.11687E+07,-0.16177E+08,-0.75781E+07,-0.68641E+07,-0.22146E+07,-0.24913E+07,-0.55541E+07,-0.41715E+07,-0.17354E+08
3317.400000000,-0.28633E+06,-0.97615E+07,-0.38160E+07,-0.13526E+07,-0.91850E+06,-0.15150E+08,-0.70887E+07,-0.62905E+07,-0.21318E+07,-0.25427E+07,-0.55501E+07,-0.42216E+07,-0.17424E+08
3348.400000000,-0.23767E+06,-0.90667E+07,-0.38820E+07,-0.20876E+07,-0.63533E+06,-0.14101E+08,-0.65110E+07,-0.59961E+07,-0.21084E+07,-0.25697E+07,-0.55455E+07,-0.42518E+07,-0.17460E+08
3376.400000000,-0.21644E+06,-0.84788E+07,-0.35210E+07,-0.11018E+07,-0.49362E+06,-0.13083E+08,-0.59618E+07,-0.58306E+07,-0.20959E+07,-0.25833E+07,-0.55406E+07,-0.42657E+07,-0.17477E+08
3407.400000000,-0.22165E+06,-0.79770E+07,-0.36180E+07,-0.19140E+07,-0.28702E+06,-0.12285E+08,-0.55284E+07,-0.57368E+07,-0.20937E+07,-0.25908E+07,-0.55342E+07,-0.42713E+07,-0.17485E+08
3437.400000000,-0.31768E+06,-0.77871E+07,-0.23440E+07,0.22379E+07,-0.80730E+06,-0.12162E+08,-0.53694E+07,-0.75648E+07,-0.24071E+07,-0.26006E+07,-0.55256E+07,-0.42959E+07,-0.17465E+08
3468.400000000,-0.36234E+06,-0.83386E+07,-0.26781E+07,-0.38599E+06,-0.17507E+07,-0.13042E+08,-0.55433E+07,-0.11126E+08,-0.31329E+07,-0.27815E+07,-0.55277E+07,-0.43283E+07,-0.17485E+08
3498.400000000,-0.11457E+07,-0.10012E+08,-0.74112E+07,-0.11422E+08,-0.28638E+07,-0.14914E+08,-0.63749E+07,-0.13443E+08,-0.38863E+07,-0.31302E+07,-0.55512E+07,-0.43287E+07,-0.17474E+08
3529.400000000,-0.11990E+07,-0.10968E+08,-0.72788E+07,-0.12839E+08,-0.39281E+07,-0.17742E+08,-0.80499E+07,-0.14874E+08,-0.37779E+07,-0.31710E+07,-0.55727E+07,-0.42954E+07,-0.17449E+08
3560.400000000,-0.14176E+07,-0.11977E+08,-0.80451E+07,-0.12518E+08,-0.39520E+07,-0.19371E+08,-0.90803E+07,-0.14725E+08,-0.37799E+07,-0.30074E+07,-0.55803E+07,-0.42330E+07,-0.17413E+08
3590.400000000,-0.12133E+07,-0.12391E+08,-0.71574E+07,-0.10156E+08,-0.34829E+07,-0.19457E+08,-0.91427E+07,-0.14048E+08,-0.34415E+07,-0.27429E+07,-0.55777E+07,-0.42006E+07,-0.17389E+08
3621.400000000,-0.91204E+06,-0.12056E+08,-0.61271E+07,-0.57315E+07,-0.25564E+07,-0.18319E+08,-0.85290E+07,-0.11231E+08,-0.29381E+07,-0.25268E+07,-0.55624E+07,-0.41783E+07,-0.17322E+08
3651.400000000,-0.49139E+06,-0.11026E+08,-0.51369E+07,-0.20447E+07,-0.12350E+07,-0.16420E+08,-0.75997E+07,-0.72310E+07,-0.23952E+07,-0.25912E+07,-0.55568E+07,-0.41980E+07,-0.17379E+08
3682.400000000,-0.20326E+06,-0.98395E+07,-0.31395E+07,0.65432E+06,-0.53231E+06,-0.14675E+08,-0.65835E+07,-0.65055E+07,-0.22367E+07,-0.26211E+07,-0.55523E+07,-0.42400E+07,-0.17426E+08
3713.400000000,-0.19493E+06,-0.90485E+07,-0.32076E+07,-0.53522E+06,-0.64095E+06,-0.14138E+08,-0.63910E+07,-0.62506E+07,-0.22304E+07,-0.26355E+07,-0.55475E+07,-0.42664E+07,-0.17452E+08
3742.400000000,0.20867E+06,-0.77207E+07,0.36628E+06,0.60428E+07,-0.29337E+06,-0.12954E+08,-0.57563E+07,-0.60263E+07,-0.20593E+07,-0.26415E+07,-0.55422E+07,-0.42787E+07,-0.17465E+08
3773.400000000,0.18325E+06,-0.68405E+07,0.53674E+06,0.69647E+07,-0.32410E+06,-0.12333E+08,-0.54977E+07,-0.59348E+07,-0.20905E+07,-0.26435E+07,-0.55358E+07,-0.42823E+07,-0.17469E+08
3803.400000000,-0.38182E+06,-0.73794E+07,-0.34490E+07,-0.13953E+07,-0.94764E+06,-0.12202E+08,-0.54061E+07,-0.87377E+07,-0.26910E+07,-0.28113E+07,-0.55319E+07,-0.42968E+07,-0.17429E+08
3834.400000000,-0.89779E+06,-0.87939E+07,-0.65711E+07,-0.72826E+07,-0.21354E+07,-0.13712E+08,-0.59542E+07,-0.12565E+08,-0.35604E+07,-0.29428E+07,-0.55353E+07,-0.43150E+07,-0.17434E+08
3864.400000000,-0.12005E+07,-0.98344E+07,-0.70023E+07,-0.93345E+07,-0.28945E+07,-0.15330E+08,-0.67794E+07,-0.13857E+08,-0.37215E+07,-0.31976E+07,-0.55572E+07,-0.42789E+07,-0.17411E+08
3895.400000000,-0.16386E+07,-0.11350E+08,-0.93061E+07,-0.13346E+08,-0.39007E+07,-0.17917E+08,-0.85391E+07,-0.14854E+08,-0.39230E+07,-0.32004E+07,-0.55798E+07,-0.42272E+07,-0.17391E+08
3926.400000000,-0.13409E+07,-0.12127E+08,-0.76202E+07,-0.11517E+08,-0.37588E+07,-0.18970E+08,-0.91952E+07,-0.14830E+08,-0.38472E+07,-0.31249E+07,-0.55911E+07,-0.41928E+07,-0.17377E+08
3956.400000000,-0.11914E+07,-0.12672E+08,-0.81202E+07,-0.11240E+08,-0.33220E+07,-0.19402E+08,-0.94865E+07,-0.13425E+08,-0.35932E+07,-0.29254E+07,-0.55978E+07,-0.42107E+07,-0.17385E+08
3987.400000000,-0.93807E+06,-0.12611E+08,-0.73742E+07,-0.70538E+07,-0.24061E+07,-0.18313E+08,-0.88564E+07,-0.10551E+08,-0.31819E+07,-0.27817E+07,-0.55928E+07,-0.42364E+07,-0.17391E+08
4017.400000000,-0.50376E+06,-0.11499E+08,-0.60490E+07,-0.33707E+07,-0.11113E+07,-0.16374E+08,-0.77923E+07,-0.71471E+07,-0.25427E+07,-0.27272E+07,-0.55874E+07,-0.42505E+07,-0.17414E+08
4048.400000000,-0.26872E+06,-0.10374E+08,-0.43238E+07,-0.26672E+07,-0.54648E+06,-0.15262E+08,-0.70278E+07,-0.65298E+07,-0.23838E+07,-0.27243E+07,-0.55819E+07,-0.42790E+07,-0.17437E+08
4079.400000000,0.44228E+06,-0.83320E+07,0.19825E+07,0.66973E+07,-0.14595E+06,-0.14009E+08,-0.61879E+07,-0.63015E+07,-0.20988E+07,-0.27234E+07,-0.55758E+07,-0.42952E+07,-0.17451E+08
4107.400000000,0.13442E+06,-0.76367E+07,0.24220E+06,0.65488E+07,-0.36927E+06,-0.13375E+08,-0.58983E+07,-0.62030E+07,-0.22592E+07,-0.27205E+07,-0.55696E+07,-0.43011E+07,-0.17457E+08
4138.400000000,-0.10359E+06,-0.71813E+07,-0.15093E+07,0.39395E+07,-0.37965E+06,-0.12595E+08,-0.56302E+07,-0.61408E+07,-0.23191E+07,-0.27206E+07,-0.55623E+07,-0.43018E+07,-0.17459E+08
4168.400000000,-0.45700E+06,-0.77797E+07,-0.46259E+07,-0.36690E+07,-0.16398E+07,-0.13397E+08,-0.60646E+07,-0.10359E+08,-0.30798E+07,-0.30757E+07,-0.55763E+07,-0.43405E+07,-0.17471E+08
4199.400000000,-0.10110E+07,-0.91497E+07,-0.74362E+07,-0.81291E+07,-0.20524E+07,-0.13923E+08,-0.63833E+07,-0.12708E+08,-0.37762E+07,-0.31500E+07,-0.55929E+07,-0.43453E+07,-0.17449E+08
4229.400000000,-0.12813E+07,-0.10439E+08,-0.84259E+07,-0.10959E+08,-0.29031E+07,-0.15413E+08,-0.72834E+07,-0.14237E+08,-0.40289E+07,-0.33279E+07,-0.56144E+07,-0.43378E+07,-0.17421E+08
4260.400000000,-0.16414E+07,-0.11895E+08,-0.10633E+08,-0.15704E+08,-0.40535E+07,-0.18117E+08,-0.89112E+07,-0.15848E+08,-0.41264E+07,-0.33233E+07,-0.56414E+07,-0.43286E+07,-0.17399E+08
4291.400000000,-0.13236E+07,-0.12321E+08,-0.81732E+07,-0.13237E+08,-0.38359E+07,-0.19250E+08,-0.95180E+07,-0.15425E+08,-0.36668E+07,-0.30141E+07,-0.56494E+07,-0.42661E+07,-0.17366E+08
4321.400000000,-0.11480E+07,-0.12807E+08,-0.86156E+07,-0.12417E+08,-0.34486E+07,-0.19851E+08,-0.98305E+07,-0.13820E+08,-0.34928E+07,-0.28703E+07,-0.56528E+07,-0.42619E+07,-0.17360E+08
4352.400000000,-0.11139E+07,-0.12656E+08,-0.74766E+07,-0.84811E+07,-0.24830E+07,-0.18710E+08,-0.90769E+07,-0.11029E+08,-0.30932E+07,-0.27291E+07,-0.56450E+07,-0.42515E+07,-0.17347E+08
4382.400000000,-0.63725E+06,-0.11628E+08,-0.64176E+07,-0.43287E+07,-0.12459E+07,-0.16785E+08,-0.80806E+07,-0.73613E+07,-0.25613E+07,-0.27432E+07,-0.56387E+07,-0.42639E+07,-0.17382E+08
4413.400000000,-0.36264E+06,-0.10562E+08,-0.48256E+07,-0.15865E+07,-0.84950E+06,-0.15413E+08,-0.73837E+07,-0.65981E+07,-0.24121E+07,-0.27595E+07,-0.56326E+07,-0.42963E+07,-0.17415E+08
4444.400000000,-0.27672E+06,-0.97264E+07,-0.44079E+07,-0.21481E+07,-0.77522E+06,-0.14782E+08,-0.70834E+07,-0.62692E+07,-0.23710E+07,-0.27669E+07,-0.56260E+07,-0.43158E+07,-0.17433E+08
4472.400000000,34443.,-0.86795E+07,-0.23342E+07,0.15659E+07,-0.68341E+06,-0.14103E+08,-0.66973E+07,-0.60413E+07,-0.22365E+07,-0.27682E+07,-0.56193E+07,-0.43235E+07,-0.17442E+08
4503.400000000,32703.,-0.78916E+07,-0.20925E+07,0.32027E+07,-0.53931E+06,-0.13301E+08,-0.60686E+07,-0.59397E+07,-0.22496E+07,-0.27677E+07,-0.56113E+07,-0.43252E+07,-0.17445E+08
4533.400000000,-0.23910E+06,-0.80244E+07,-0.40719E+07,-0.19004E+07,-0.15398E+07,-0.13691E+08,-0.62075E+07,-0.10221E+08,-0.27358E+07,-0.29230E+07,-0.56110E+07,-0.43645E+07,-0.17449E+08
4564.400000000,-0.28900E+06,-0.86322E+07,-0.49973E+07,-0.74845E+07,-0.17503E+07,-0.14326E+08,-0.63827E+07,-0.12540E+08,-0.34452E+07,-0.31803E+07,-0.56255E+07,-0.44329E+07,-0.17488E+08
4594.400000000,-0.84121E+06,-0.95310E+07,-0.64694E+07,-0.86543E+07,-0.27765E+07,-0.15999E+08,-0.72055E+07,-0.14290E+08,-0.36324E+07,-0.31235E+07,-0.56366E+07,-0.44362E+07,-0.17452E+08
4625.400000000,-0.14636E+07,-0.10879E+08,-0.96043E+07,-0.15193E+08,-0.38758E+07,-0.18716E+08,-0.88134E+07,-0.15366E+08,-0.42329E+07,-0.33937E+07,-0.56644E+07,-0.43728E+07,-0.17401E+08
4656.400000000,-0.13131E+07,-0.11158E+08,-0.81085E+07,-0.13910E+08,-0.37868E+07,-0.19767E+08,-0.94950E+07,-0.15152E+08,-0.39937E+07,-0.32419E+07,-0.56769E+07,-0.42842E+07,-0.17357E+08
4686.400000000,-0.12378E+07,-0.11721E+08,-0.90941E+07,-0.13699E+08,-0.33741E+07,-0.20109E+08,-0.97371E+07,-0.14040E+08,-0.39289E+07,-0.30266E+07,-0.56829E+07,-0.42895E+07,-0.17365E+08
4717.400000000,-0.98565E+06,-0.11475E+08,-0.73966E+07,-0.78303E+07,-0.23288E+07,-0.18666E+08,-0.90734E+07,-0.10885E+08,-0.31320E+07,-0.26453E+07,-0.56636E+07,-0.42393E+07,-0.17277E+08
4747.400000000,-0.56138E+06,-0.10566E+08,-0.60450E+07,-0.36741E+07,-0.11656E+07,-0.16798E+08,-0.81124E+07,-0.72294E+07,-0.25564E+07,-0.27415E+07,-0.56563E+07,-0.42561E+07,-0.17339E+08
4778.400000000,-0.34740E+06,-0.97185E+07,-0.50476E+07,-0.21880E+07,-0.81894E+06,-0.15512E+08,-0.74171E+07,-0.65496E+07,-0.24146E+07,-0.27738E+07,-0.56501E+07,-0.42951E+07,-0.17389E+08
4809.400000000,-0.28232E+06,-0.90550E+07,-0.47524E+07,-0.26622E+07,-0.64797E+06,-0.14563E+08,-0.69073E+07,-0.62422E+07,-0.23740E+07,-0.27863E+07,-0.56436E+07,-0.43191E+07,-0.17415E+08
4837.400000000,50331.,-0.80638E+07,-0.22826E+07,0.50849E+06,-0.54940E+06,-0.14099E+08,-0.66000E+07,-0.60616E+07,-0.22286E+07,-0.27898E+07,-0.56372E+07,-0.43293E+07,-0.17427E+08
4868.400000000,0.56043E+06,-0.64887E+07,0.22019E+07,0.93194E+07,-0.17692E+06,-0.12857E+08,-0.56476E+07,-0.59454E+07,-0.20493E+07,-0.27917E+07,-0.56294E+07,-0.43315E+07,-0.17465E+08
4898.400000000,-0.20962E+06,-0.70980E+07,-0.31359E+07,-0.69607E+06,-0.13383E+07,-0.13358E+08,-0.59874E+07,-0.95562E+07,-0.29074E+07,-0.30119E+07,-0.56335E+07,-0.43548E+07,-0.17437E+08
4929.400000000,-0.11502E+07,-0.89381E+07,-0.84640E+07,-0.98996E+07,-0.24701E+07,-0.14649E+08,-0.66626E+07,-0.13534E+08,-0.37619E+07,-0.30332E+07,-0.56458E+07,-0.43502E+07,-0.17406E+08
4959.400000000,-0.99379E+06,-0.98172E+07,-0.72060E+07,-0.10813E+08,-0.27124E+07,-0.15600E+08,-0.70972E+07,-0.14727E+08,-0.41301E+07,-0.33341E+07,-0.56684E+07,-0.43174E+07,-0.17374E+08
4990.400000000,-0.12837E+07,-0.10800E+08,-0.87949E+07,-0.14330E+08,-0.38717E+07,-0.18216E+08,-0.87195E+07,-0.15293E+08,-0.41104E+07,-0.33465E+07,-0.56840E+07,-0.42704E+07,-0.17343E+08
5021.400000000,-0.12121E+07,-0.11389E+08,-0.82322E+07,-0.14527E+08,-0.37587E+07,-0.19157E+08,-0.93138E+07,-0.15533E+08,-0.39159E+07,-0.30327E+07,-0.56822E+07,-0.42457E+07,-0.17334E+08
5051.400000000,-0.11411E+07,-0.11810E+08,-0.80778E+07,-0.12823E+08,-0.34138E+07,-0.19667E+08,-0.95929E+07,-0.13724E+08,-0.37309E+07,-0.28621E+07,-0.56782E+07,-0.42201E+07,-0.17324E+08
5082.400000000,-0.92213E+06,-0.11541E+08,-0.66046E+07,-0.75890E+07,-0.26213E+07,-0.18750E+08,-0.90888E+07,-0.11655E+08,-0.33175E+07,-0.26202E+07,-0.56607E+07,-0.41902E+07,-0.17207E+08
5112.400000000,-0.56575E+06,-0.10679E+08,-0.57680E+07,-0.38414E+07,-0.11755E+07,-0.16573E+08,-0.79825E+07,-0.72855E+07,-0.25592E+07,-0.27186E+07,-0.56528E+07,-0.42250E+07,-0.17292E+08
5143.400000000,-0.34684E+06,-0.97992E+07,-0.47359E+07,-0.16500E+07,-0.86869E+06,-0.15416E+08,-0.73964E+07,-0.65622E+07,-0.23769E+07,-0.27596E+07,-0.56465E+07,-0.42743E+07,-0.17355E+08
5174.400000000,-0.26666E+06,-0.90764E+07,-0.43231E+07,-0.18674E+07,-0.81079E+06,-0.14794E+08,-0.71033E+07,-0.62370E+07,-0.23292E+07,-0.27785E+07,-0.56398E+07,-0.43038E+07,-0.17389E+08
5203.400000000,-0.23487E+06,-0.85003E+07,-0.41031E+07,-0.20890E+07,-0.60773E+06,-0.14045E+08,-0.66314E+07,-0.60124E+07,-0.23047E+07,-0.27860E+07,-0.56331E+07,-0.43171E+07,-0.17405E+08
5234.400000000,52459.,-0.75627E+07,-0.21194E+07,0.20102E+07,-0.67197E+06,-0.13706E+08,-0.60519E+07,-0.59401E+07,-0.21854E+07,-0.27881E+07,-0.56251E+07,-0.43211E+07,-0.17412E+08
5264.400000000,-0.12739E+06,-0.75573E+07,-0.27190E+07,0.97491E+06,-0.12782E+07,-0.13838E+08,-0.59531E+07,-0.86862E+07,-0.26629E+07,-0.28665E+07,-0.56208E+07,-0.42996E+07,-0.17303E+08
5295.400000000,-0.93115E+06,-0.92001E+07,-0.70615E+07,-0.88640E+07,-0.25426E+07,-0.15262E+08,-0.68300E+07,-0.12549E+08,-0.38288E+07,-0.32697E+07,-0.56390E+07,-0.43210E+07,-0.17333E+08
5325.400000000,-0.10134E+07,-0.10142E+08,-0.72253E+07,-0.11323E+08,-0.32775E+07,-0.16625E+08,-0.76673E+07,-0.14574E+08,-0.41482E+07,-0.34018E+07,-0.56564E+07,-0.43017E+07,-0.17305E+08
5356.400000000,-0.11298E+07,-0.10770E+08,-0.71165E+07,-0.11799E+08,-0.36036E+07,-0.18385E+08,-0.88009E+07,-0.14860E+08,-0.40361E+07,-0.33467E+07,-0.56726E+07,-0.42438E+07,-0.17276E+08
5387.400000000,-0.10007E+07,-0.11208E+08,-0.69437E+07,-0.11774E+08,-0.33845E+07,-0.18917E+08,-0.91178E+07,-0.14824E+08,-0.38831E+07,-0.31809E+07,-0.56779E+07,-0.41895E+07,-0.17262E+08
5417.400000000,-0.96930E+06,-0.11613E+08,-0.75844E+07,-0.10790E+08,-0.27109E+07,-0.18650E+08,-0.88339E+07,-0.12258E+08,-0.36705E+07,-0.30409E+07,-0.56841E+07,-0.42026E+07,-0.17282E+08
5448.400000000,-0.80190E+06,-0.11615E+08,-0.82586E+07,-0.94332E+07,-0.23665E+07,-0.18379E+08,-0.87505E+07,-0.10775E+08,-0.33895E+07,-0.30311E+07,-0.56896E+07,-0.42905E+07,-0.17337E+08
